SCHOOL_CODE,COUNTY,PUBPRIV,PUBLIC_SCHOOL_DISTRICT,CITY,SCHOOL_NAME,ENROLLMENT,uptodate,uptodate_percent,conditional,conditional_percent,PME,PME_percent,PBE,PBE_percent,others,others_pct,overdue,overdue_percent,DTP,DTP_percent,Polio,Polio_percent,MMR,MMR_percent,HEPB,HEPB_percent,VARI,VARI_percent,REPORTED
6060420,KERN,PUBLIC,LOST HILLS UNION ELEMENTARY,LOST HILLS,LOST HILLS ELEMENTARY,47,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6009732,KERN,PUBLIC,MAPLE ELEMENTARY,SHAFTER,MAPLE ELEMENTARY,42,34,81,8,19,0,0,0,0,0,0,0,0,39,93,36,86,38,90,--*,?95%,--*,?95%,Y
0134312,KERN,PUBLIC,MARICOPA UNIFIED,MARICOPA,INSPIRE CHARTER SCHOOL - KERN,891,157,18,0,0,21,2,0,0,0,0,713,80,256,29,251,28,234,26,412,46,432,48,Y
6009740,KERN,PUBLIC,MARICOPA UNIFIED,MARICOPA,MARICOPA ELEMENTARY,30,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
0127183,KERN,PUBLIC,MARICOPA UNIFIED,SIMI VALLEY,CALIFORNIA VIRTUAL ACADEMY @ MARICOPA,100,92,92,0,0,0,0,0,0,8,8,0,0,94,94,97,97,97,97,97,97,--*,?99%,Y
6009757,KERN,PUBLIC,MCFARLAND UNIFIED,MCFARLAND,BROWNING ROAD ELEMENTARY,81,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0133504,KERN,PUBLIC,MCFARLAND UNIFIED,MCFARLAND,HORIZON ELEMENTARY,105,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6009765,KERN,PUBLIC,MCFARLAND UNIFIED,MCFARLAND,KERN AVENUE ELEMENTARY,115,106,92,9,8,0,0,0,0,0,0,0,0,110,96,112,97,111,97,--*,?99%,110,96,Y
6009823,KERN,PUBLIC,MOJAVE UNIFIED,CALIFORNIA CITY,ROBERT P. ULRICH ELEMENTARY,162,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6009799,KERN,PUBLIC,MOJAVE UNIFIED,MOJAVE,MOJAVE ELEMENTARY,62,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6009906,KERN,PUBLIC,MUROC JOINT UNIFIED,BORON,WEST BORON ELEMENTARY,41,36,88,5,12,0,0,0,0,0,0,0,0,36,88,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6009880,KERN,PUBLIC,MUROC JOINT UNIFIED,EDWARDS,IRVING L. BRANCH ELEMENTARY,143,139,97,4,3,0,0,0,0,0,0,0,0,--*,?99%,--*,?99%,--*,?99%,140,98,--*,?99%,Y
6009914,KERN,PUBLIC,NORRIS ELEMENTARY,BAKERSFIELD,NORRIS ELEMENTARY,163,149,91,10,6,3,2,0,0,1,1,0,0,155,95,160,98,158,97,158,97,--*,?99%,Y
6108575,KERN,PUBLIC,NORRIS ELEMENTARY,BAKERSFIELD,OLIVE DRIVE ELEMENTARY,108,105,97,3,3,0,0,0,0,0,0,0,0,--*,?99%,--*,?99%,--*,?99%,106,98,--*,?99%,Y
0113738,KERN,PUBLIC,NORRIS ELEMENTARY,BAKERSFIELD,VETERANS ELEMENTARY,166,163,98,3,2,0,0,0,0,0,0,0,0,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6118681,KERN,PUBLIC,NORRIS ELEMENTARY,BAKERSFIELD,WILLIAM B. BIMAT ELEMENTARY,93,89,96,2,2,0,0,0,0,2,2,0,0,90,97,--*,?98%,90,97,--*,?98%,--*,?98%,Y
6009922,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,AMY B. SEIBERT ELEMENTARY,117,112,96,0,0,0,0,0,0,2,2,3,3,112,96,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6119994,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,BERKSHIRE ELEMENTARY,145,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6113401,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,BILL L. WILLIAMS ELEMENTARY,156,151,97,4,3,1,1,0,0,0,0,0,0,153,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6009260,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,BUENA VISTA ELEMENTARY,165,158,96,0,0,1,1,0,0,1,1,5,3,--*,?99%,162,98,161,98,--*,?99%,--*,?99%,Y
6095012,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,CHARLES H. CASTLE ELEMENTARY,134,131,98,0,0,0,0,0,0,0,0,3,2,131,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6110001,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,CHRISTA MCAULIFFE ELEMENTARY,85,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0119099,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,DOUGLAS J. MILLER ELEMENTARY,182,177,97,0,0,0,0,0,0,2,1,3,2,178,98,--*,?99%,179,98,--*,?99%,--*,?99%,Y
6105423,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,LAURELGLEN ELEMENTARY,81,76,94,5,6,0,0,0,0,0,0,0,0,78,96,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6107627,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,LEO B. HART ELEMENTARY,125,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6099436,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,LOUISE SANDRINI ELEMENTARY,104,102,98,2,2,0,0,0,0,0,0,0,0,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
0113951,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,OLD RIVER ELEMENTARY,134,130,97,3,2,1,1,0,0,0,0,0,0,131,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6009948,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,PANAMA ELEMENTARY,163,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6115257,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,RONALD REAGAN ELEMENTARY,171,165,96,4,2,1,1,0,0,0,0,1,1,168,98,--*,?99%,168,98,168,98,--*,?99%,Y
6108187,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,ROY W. LOUDON ELEMENTARY,131,128,98,0,0,3,2,0,0,0,0,0,0,128,98,128,98,128,98,--*,?99%,--*,?99%,Y
6104632,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,SING LUM ELEMENTARY,124,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6009955,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,STINE ELEMENTARY,118,116,98,2,2,0,0,0,0,0,0,0,0,116,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6096986,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,STOCKDALE ELEMENTARY,105,101,96,4,4,0,0,0,0,0,0,0,0,102,97,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6066674,KERN,PUBLIC,PANAMA-BUENA VISTA UNION,BAKERSFIELD,WAYNE VAN HORN ELEMENTARY,162,159,98,0,0,0,0,0,0,0,0,3,2,159,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6009963,KERN,PUBLIC,POND UNION ELEMENTARY,WASCO,POND ELEMENTARY,30,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6009989,KERN,PUBLIC,RICHLAND UNION ELEMENTARY,SHAFTER,REDWOOD ELEMENTARY,138,135,98,3,2,0,0,0,0,0,0,0,0,135,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6090591,KERN,PUBLIC,RICHLAND UNION ELEMENTARY,SHAFTER,RICHLAND PRIMARY,114,112,98,2,2,0,0,0,0,0,0,0,0,112,98,112,98,--*,?99%,112,98,--*,?99%,Y
0107771,KERN,PUBLIC,RICHLAND UNION ELEMENTARY,SHAFTER,SEQUOIA ELEMENTARY,123,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
0135186,KERN,PUBLIC,RICHLAND UNION ELEMENTARY,Shafter,Grimmway Academy Shafter,87,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6117816,KERN,PUBLIC,RIO BRAVO-GREELEY UNION ELEMENTARY,BAKERSFIELD,RIO BRAVO ELEMENTARY,84,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6111686,KERN,PUBLIC,ROSEDALE UNION ELEMENTARY,BAKERSFIELD,ALMONDALE ELEMENTARY,75,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0111245,KERN,PUBLIC,ROSEDALE UNION ELEMENTARY,BAKERSFIELD,AMERICAN ELEMENTARY,87,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6108781,KERN,PUBLIC,ROSEDALE UNION ELEMENTARY,BAKERSFIELD,CENTENNIAL ELEMENTARY,54,50,93,3,6,0,0,0,0,1,2,0,0,52,96,52,96,51,94,--*,?98%,--*,?98%,Y
6110431,KERN,PUBLIC,ROSEDALE UNION ELEMENTARY,BAKERSFIELD,DEL RIO ELEMENTARY,116,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6113484,KERN,PUBLIC,ROSEDALE UNION ELEMENTARY,BAKERSFIELD,INDEPENDENCE ELEMENTARY,113,104,92,2,2,1,1,0,0,6,5,0,0,106,94,107,95,107,95,--*,?99%,--*,?99%,Y
6120398,KERN,PUBLIC,ROSEDALE UNION ELEMENTARY,BAKERSFIELD,PATRIOT ELEMENTARY,95,87,92,8,8,0,0,0,0,0,0,0,0,91,96,90,95,89,94,92,97,--*,?98%,Y
6096127,KERN,PUBLIC,ROSEDALE UNION ELEMENTARY,BAKERSFIELD,ROSEDALE-NORTH ELEMENTARY,79,77,97,0,0,2,3,0,0,0,0,0,0,77,97,--*,?98%,77,97,--*,?98%,--*,?98%,Y
1530500,KERN,PUBLIC,SBE - RIDGECREST CHARTER,RIDGECREST,RIDGECREST CHARTER,72,68,94,3,4,1,1,0,0,0,0,0,0,70,97,70,97,--*,?98%,--*,?98%,--*,?98%,Y
6010037,KERN,PUBLIC,SEMITROPIC ELEMENTARY,WASCO,SEMITROPIC ELEMENTARY,20,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6009609,KERN,PUBLIC,SIERRA SANDS UNIFIED,INYOKERN,INYOKERN ELEMENTARY,32,29,91,2,6,0,0,0,0,0,0,1,3,29,91,30,94,--*,?95%,30,94,--*,?95%,Y
6009633,KERN,PUBLIC,SIERRA SANDS UNIFIED,RIDGECREST,FALLER ELEMENTARY,91,88,97,3,3,0,0,0,0,0,0,0,0,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6110712,KERN,PUBLIC,SIERRA SANDS UNIFIED,RIDGECREST,GATEWAY ELEMENTARY,69,66,96,3,4,0,0,0,0,0,0,0,0,66,96,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6009625,KERN,PUBLIC,SIERRA SANDS UNIFIED,RIDGECREST,LAS FLORES ELEMENTARY,91,86,95,4,4,1,1,0,0,0,0,0,0,88,97,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6009294,KERN,PUBLIC,SIERRA SANDS UNIFIED,RIDGECREST,PIERCE ELEMENTARY,67,65,97,2,3,0,0,0,0,0,0,0,0,--*,?98%,--*,?98%,65,97,--*,?98%,--*,?98%,Y
6009328,KERN,PUBLIC,SIERRA SANDS UNIFIED,RIDGECREST,RICHMOND ELEMENTARY,89,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6010060,KERN,PUBLIC,SOUTH FORK UNION,WELDON,SOUTH FORK ELEMENTARY,33,24,73,0,0,0,0,0,0,0,0,9,27,27,82,28,85,27,82,31,94,--*,?95%,Y
6010045,KERN,PUBLIC,SOUTHERN KERN UNIFIED,ROSAMOND,ROSAMOND ELEMENTARY,233,218,94,7,3,5,2,0,0,0,0,3,1,220,94,222,95,227,97,228,98,--*,?99%,Y
0111377,KERN,PUBLIC,SOUTHERN KERN UNIFIED,ROSAMOND,WESTPARK ELEMENTARY,165,159,96,3,2,0,0,0,0,0,0,3,2,160,97,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6010078,KERN,PUBLIC,STANDARD ELEMENTARY,BAKERSFIELD,HIGHLAND ELEMENTARY,162,159,98,2,1,0,0,0,0,1,1,0,0,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6010086,KERN,PUBLIC,STANDARD ELEMENTARY,BAKERSFIELD,STANDARD ELEMENTARY,124,96,77,9,7,0,0,0,0,0,0,19,15,109,88,112,90,111,90,114,92,--*,?99%,Y
6010102,KERN,PUBLIC,STANDARD ELEMENTARY,BAKERSFIELD,WINGLAND ELEMENTARY,166,157,95,0,0,1,1,0,0,1,1,7,4,160,96,--*,?99%,163,98,163,98,--*,?99%,Y
6010110,KERN,PUBLIC,TAFT CITY,TAFT,CONLEY ELEMENTARY,71,66,93,5,7,0,0,0,0,0,0,0,0,67,94,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6010128,KERN,PUBLIC,TAFT CITY,TAFT,JEFFERSON ELEMENTARY,52,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6010144,KERN,PUBLIC,TAFT CITY,TAFT,PARKVIEW ELEMENTARY,54,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6010169,KERN,PUBLIC,TAFT CITY,TAFT,TAFT PRIMARY,51,49,96,2,4,0,0,0,0,0,0,0,0,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6108898,KERN,PUBLIC,TEHACHAPI UNIFIED,TEHACHAPI,CUMMINGS VALLEY ELEMENTARY,134,122,91,0,0,2,1,0,0,0,0,10,7,127,95,129,96,129,96,131,98,--*,?99%,Y
6105415,KERN,PUBLIC,TEHACHAPI UNIFIED,TEHACHAPI,GOLDEN HILLS ELEMENTARY,116,109,94,0,0,0,0,0,0,0,0,7,6,110,95,110,95,110,95,114,98,110,95,Y
6010201,KERN,PUBLIC,TEHACHAPI UNIFIED,TEHACHAPI,TOMPKINS ELEMENTARY,139,128,92,7,5,3,2,0,0,0,0,1,1,131,94,133,96,136,98,136,98,--*,?99%,Y
6010235,KERN,PUBLIC,VINELAND ELEMENTARY,BAKERSFIELD,VINELAND ELEMENTARY,86,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6110340,KERN,PUBLIC,WASCO UNION ELEMENTARY,WASCO,JOHN L. PRUEITT ELEMENTARY,129,126,98,3,2,0,0,0,0,0,0,0,0,127,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6010243,KERN,PUBLIC,WASCO UNION ELEMENTARY,WASCO,KARL F. CLEMENS ELEMENTARY,115,111,97,4,3,0,0,0,0,0,0,0,0,111,97,113,98,--*,?99%,113,98,--*,?99%,Y
6010250,KERN,PUBLIC,WASCO UNION ELEMENTARY,WASCO,PALM AVENUE ELEMENTARY,132,129,98,3,2,0,0,0,0,0,0,0,0,129,98,129,98,--*,?99%,130,98,--*,?99%,Y
0113167,KERN,PUBLIC,WASCO UNION ELEMENTARY,WASCO,TERESA BURKE ELEMENTARY,121,119,98,2,2,0,0,0,0,0,0,0,0,119,98,119,98,119,98,119,98,--*,?99%,Y
7071541,KERN,PRIVATE,,BAKERSFIELD,"COUNTRY CHRISTIAN SCHOOL, INC.",26,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6987291,KERN,PRIVATE,,BAKERSFIELD,HERITAGE ACADEMY,21,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6910723,KERN,PRIVATE,,BAKERSFIELD,OLIVE KNOLLS CHRISTIAN,29,23,79,0,0,6,21,0,0,0,0,0,0,25,86,--*,?95%,--*,?95%,--*,?95%,27,93,Y
6974125,KERN,PRIVATE,,BAKERSFIELD,OUR LADY OF PERPETUAL HELP,25,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6974174,KERN,PRIVATE,,BAKERSFIELD,ST. FRANCIS,30,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6928998,KERN,PRIVATE,,BAKERSFIELD,ST. JOHN'S LUTHERAN SCHOOL,50,46,92,3,6,1,2,0,0,0,0,0,0,--*,?98%,48,96,--*,?98%,47,94,--*,?98%,Y
6900989,KERN,PRIVATE,,BAKERSFIELD,STOCKDALE CHRISTIAN ELEMENTARY,49,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6154199,KERN,PRIVATE,,BAKERSFIELD,WATSON PRIVATE ACADEMY,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N
6010276,KINGS,PUBLIC,ARMONA UNION ELEMENTARY,ARMONA,ARMONA ELEMENTARY,107,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6010300,KINGS,PUBLIC,CENTRAL UNION ELEMENTARY,LEMOORE,CENTRAL ELEMENTARY,33,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6010292,KINGS,PUBLIC,CENTRAL UNION ELEMENTARY,N.A.S. LEMOORE,AKERS ELEMENTARY,85,82,96,3,4,0,0,0,0,0,0,0,0,82,96,82,96,82,96,82,96,--*,?98%,Y
6010318,KINGS,PUBLIC,CENTRAL UNION ELEMENTARY,N.A.S. LEMOORE,R. J. NEUTRA,123,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6010326,KINGS,PUBLIC,CENTRAL UNION ELEMENTARY,STRATFORD,STRATFORD ELEMENTARY,41,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6010334,KINGS,PUBLIC,CORCORAN JOINT UNIFIED,CORCORAN,BRET HARTE ELEMENTARY,312,305,98,6,2,1,0,0,0,0,0,0,0,305,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6108815,KINGS,PUBLIC,HANFORD ELEMENTARY,HANFORD,GEORGE WASHINGTON ELEMENTARY,87,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0110981,KINGS,PUBLIC,HANFORD ELEMENTARY,HANFORD,HAMILTON ELEMENTARY,78,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6010391,KINGS,PUBLIC,HANFORD ELEMENTARY,HANFORD,JEFFERSON CHARTER ACADEMY,48,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6118798,KINGS,PUBLIC,HANFORD ELEMENTARY,HANFORD,JOSEPH M. SIMAS,97,94,97,3,3,0,0,0,0,0,0,0,0,94,97,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6010409,KINGS,PUBLIC,HANFORD ELEMENTARY,HANFORD,LEE RICHMOND ELEMENTARY,75,72,96,3,4,0,0,0,0,0,0,0,0,72,96,--*,?98%,73,97,72,96,--*,?98%,Y
6010417,KINGS,PUBLIC,HANFORD ELEMENTARY,HANFORD,LINCOLN ELEMENTARY,74,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6113609,KINGS,PUBLIC,HANFORD ELEMENTARY,HANFORD,MARTIN LUTHER KING JR. ELEMENTARY,91,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6010425,KINGS,PUBLIC,HANFORD ELEMENTARY,HANFORD,MONROE ELEMENTARY,123,118,96,5,4,0,0,0,0,0,0,0,0,119,97,--*,?99%,--*,?99%,121,98,--*,?99%,Y
6010433,KINGS,PUBLIC,HANFORD ELEMENTARY,HANFORD,ROOSEVELT ELEMENTARY,89,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6010466,KINGS,PUBLIC,ISLAND UNION ELEMENTARY,LEMOORE,ISLAND ELEMENTARY,45,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6010474,KINGS,PUBLIC,KINGS RIVER-HARDWICK UNION ELEMENTARY,HANFORD,KINGS RIVER-HARDWICK ELEMENTARY,112,109,97,3,3,0,0,0,0,0,0,0,0,109,97,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6010482,KINGS,PUBLIC,KIT CARSON UNION ELEMENTARY,HANFORD,KIT CARSON ELEMENTARY,50,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6010508,KINGS,PUBLIC,LAKESIDE UNION ELEMENTARY,HANFORD,LAKESIDE ELEMENTARY,34,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6118590,KINGS,PUBLIC,LEMOORE UNION ELEMENTARY,LEMOORE,CINNAMON ELEMENTARY,73,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6069140,KINGS,PUBLIC,LEMOORE UNION ELEMENTARY,LEMOORE,LEMOORE ELEMENTARY,125,120,96,5,4,0,0,0,0,0,0,0,0,120,96,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6010532,KINGS,PUBLIC,LEMOORE UNION ELEMENTARY,LEMOORE,MEADOW LANE ELEMENTARY,125,123,98,2,2,0,0,0,0,0,0,0,0,123,98,123,98,--*,?99%,--*,?99%,--*,?99%,Y
6066666,KINGS,PUBLIC,LEMOORE UNION ELEMENTARY,LEMOORE,P. W. ENGVALL ELEMENTARY,87,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0116699,KINGS,PUBLIC,PIONEER UNION ELEMENTARY,HANFORD,FRONTIER ELEMENTARY,94,89,95,5,5,0,0,0,0,0,0,0,0,91,97,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6010557,KINGS,PUBLIC,PIONEER UNION ELEMENTARY,HANFORD,PIONEER ELEMENTARY,95,86,91,0,0,0,0,0,0,0,0,9,9,89,94,91,96,90,95,91,96,--*,?98%,Y
6010565,KINGS,PUBLIC,REEF-SUNSET UNIFIED,AVENAL,AVENAL ELEMENTARY,133,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6118566,KINGS,PUBLIC,REEF-SUNSET UNIFIED,AVENAL,TAMARACK ELEMENTARY,91,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6010573,KINGS,PUBLIC,REEF-SUNSET UNIFIED,KETTLEMAN CITY,KETTLEMAN CITY ELEMENTARY,42,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6010607,LAKE,PUBLIC,KELSEYVILLE UNIFIED,KELSEYVILLE,KELSEYVILLE ELEMENTARY,99,94,95,2,2,1,1,0,0,1,1,1,1,95,96,96,97,94,95,--*,?98%,--*,?98%,Y
6112759,LAKE,PUBLIC,KELSEYVILLE UNIFIED,KELSEYVILLE,RIVIERA ELEMENTARY,48,43,90,2,4,2,4,0,0,0,0,1,2,44,92,45,94,45,94,--*,?95%,--*,?95%,Y
6010615,LAKE,PUBLIC,KONOCTI UNIFIED,CLEARLAKE,BURNS VALLEY,47,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
